Sheet,Category,Segment,Description,Data Dictionary Naming
Mobile & Cookie Reach,Consumer > Financial,"Home Value $400,000-$499,999",,
Mobile & Cookie Reach,Consumer > Financial,"Home Value $500,000-$749,999",,
Mobile & Cookie Reach,Consumer > Financial,"Home Value $750,000-$999,999",,
Mobile & Cookie Reach,Consumer > Financial,"Home Value <$100,000",,
Mobile & Cookie Reach,Consumer > Financial,"Household Income $100,000-$149,999",,
Mobile & Cookie Reach,Consumer > Financial,"Household Income $150,000-$199,999",,
Mobile & Cookie Reach,Consumer > Financial,"Household Income $200,000-$249,999",,
Mobile & Cookie Reach,Consumer > Financial,"Household Income >$250,000",,
Mobile & Cookie Reach,Consumer > Financial,"Household Income $75,000-$99,999",,
Mobile & Cookie Reach,Consumer > Financial,Affluent Consumers,,
Mobile & Cookie Reach,Consumer > Financial,"Household Income <$75,000",,
Mobile & Cookie Reach,Consumer > Lifestyle & Interests,Antiques,,
Mobile & Cookie Reach,Consumer > Lifestyle & Interests,Art,,
Mobile & Cookie Reach,Consumer > Lifestyle & Interests,Automobiles,,
Mobile & Cookie Reach,Consumer > Lifestyle & Interests,Baseball Spectator,,
Mobile & Cookie Reach,Consumer > Lifestyle & Interests,Basketball Spectator,,
Mobile & Cookie Reach,Consumer > Lifestyle & Interests,Beauty/Cosmetics,,
Mobile & Cookie Reach,Consumer > Lifestyle & Interests,Boating/Sailing,,
Mobile & Cookie Reach,Consumer > Lifestyle & Interests,Camping/Hiking,,
Mobile & Cookie Reach,Consumer > Lifestyle & Interests,Cat Owner,,
Mobile & Cookie Reach,Consumer > Lifestyle & Interests,Computers,,
Mobile & Cookie Reach,Consumer > Lifestyle & Interests,Cooking,,
Mobile & Cookie Reach,Consumer > Lifestyle & Interests,Cooking Gourmet,,
Mobile & Cookie Reach,Consumer > Lifestyle & Interests,Cultural/Artistic Living,,
Mobile & Cookie Reach,Consumer > Lifestyle & Interests,Current Affairs/Politics,,
Mobile & Cookie Reach,Consumer > Lifestyle & Interests,Dieting/Weight Loss,,
Mobile & Cookie Reach,Consumer > Lifestyle & Interests,DiY Do it Yourselfers,,
Mobile & Cookie Reach,Consumer > Lifestyle & Interests,Dog Owner,,
Mobile & Cookie Reach,Consumer > Lifestyle & Interests,Electronics - Computer Games,,
Mobile & Cookie Reach,Consumer > Lifestyle & Interests,Electronics - TV Video Movies,,
Mobile & Cookie Reach,Consumer > Lifestyle & Interests,Consumer Electronics,,
Mobile & Cookie Reach,Consumer > Lifestyle & Interests,Equestrian,,
Mobile & Cookie Reach,Consumer > Lifestyle & Interests,Exercise - Walking,,
Mobile & Cookie Reach,Consumer > Lifestyle & Interests,Exercise,,
Mobile & Cookie Reach,Consumer > Lifestyle & Interests,Fishing,,
Mobile & Cookie Reach,Consumer > Lifestyle & Interests,Food/Wine,,
Mobile & Cookie Reach,Consumer > Lifestyle & Interests,Football Spectator,,
Mobile & Cookie Reach,Consumer > Lifestyle & Interests,Games - Casino,,
Mobile & Cookie Reach,Consumer > Lifestyle & Interests,Games - Computer,,
Mobile & Cookie Reach,Consumer > Lifestyle & Interests,Video Games,,
Mobile & Cookie Reach,Consumer > Lifestyle & Interests,Gardening,,
Mobile & Cookie Reach,Consumer > Lifestyle & Interests,Golf,,
Mobile & Cookie Reach,Consumer > Lifestyle & Interests,Health/Medical,,
Mobile & Cookie Reach,Consumer > Lifestyle & Interests,History/Military,,
Mobile & Cookie Reach,Consumer > Lifestyle & Interests,Hockey Spectator,,
Mobile & Cookie Reach,Consumer > Lifestyle & Interests,Home Furnishings/Decorating,,
Mobile & Cookie Reach,Consumer > Lifestyle & Interests,Home Improvement,,
Mobile & Cookie Reach,Consumer > Lifestyle & Interests,Hunting/Shooting,,
Mobile & Cookie Reach,Consumer > Lifestyle & Interests,Motorcycles,,
Mobile & Cookie Reach,Consumer > Lifestyle & Interests,Music,,
Mobile & Cookie Reach,Consumer > Lifestyle & Interests,NASCAR,,
Mobile & Cookie Reach,Consumer > Lifestyle & Interests,Natural Foods,,
Mobile & Cookie Reach,Consumer > Lifestyle & Interests,Outdoor,,
Mobile & Cookie Reach,Consumer > Lifestyle & Interests,Photography,,
Mobile & Cookie Reach,Consumer > Lifestyle & Interests,Auto/Motorcycle Racing Spectator,,
Mobile & Cookie Reach,Consumer > Lifestyle & Interests,Reading,,
Mobile & Cookie Reach,Consumer > Lifestyle & Interests,"Reading, Religious/Inspirational",,
Mobile & Cookie Reach,Consumer > Lifestyle & Interests,"Reading, Science Fiction",,
Mobile & Cookie Reach,Consumer > Lifestyle & Interests,Religion,,
Mobile & Cookie Reach,Consumer > Lifestyle & Interests,Exercise -Jogging Running,,
Mobile & Cookie Reach,Consumer > Lifestyle & Interests,Science/Space,,
Mobile & Cookie Reach,Consumer > Lifestyle & Interests,Scuba Diving,,
Mobile & Cookie Reach,Consumer > Lifestyle & Interests,Self Improvement,,
Mobile & Cookie Reach,Consumer > Lifestyle & Interests,Sewing,,
Mobile & Cookie Reach,Consumer > Lifestyle & Interests,Smoking,,
Mobile & Cookie Reach,Consumer > Lifestyle & Interests,Snow Skier,,
Mobile & Cookie Reach,Consumer > Lifestyle & Interests,Soccer Spectator,,
Mobile & Cookie Reach,Consumer > Demographics,Sports Enthusiasts,,
Mobile & Cookie Reach,Consumer > Lifestyle & Interests,Sweepstakes,,
Mobile & Cookie Reach,Consumer > Lifestyle & Interests,Telecom,,
Mobile & Cookie Reach,Consumer > Lifestyle & Interests,Tennis,,
Mobile & Cookie Reach,Consumer > Lifestyle & Interests,Theater,,
Mobile & Cookie Reach,Consumer > Lifestyle & Interests,Travel,,
Mobile & Cookie Reach,Consumer > Lifestyle & Interests,Travel Cruise,,
Mobile & Cookie Reach,Consumer > Lifestyle & Interests,Travel Domestic,,
Mobile & Cookie Reach,Consumer > Lifestyle & Interests,Travel International,,
Mobile & Cookie Reach,Consumer > Lifestyle & Interests,TV -Cable,,
Mobile & Cookie Reach,Consumer > Lifestyle & Interests,TV - Satellite,,
Mobile & Cookie Reach,Consumer > Lifestyle & Interests,TV - Sports Spectator,,
Mobile & Cookie Reach,Consumer > Lifestyle & Interests,Woodworking,,
Mobile & Cookie Reach,Consumer > Financial,Investments - Active Investors,,
Mobile & Cookie Reach,Consumer > Financial,Investments - Foreign,,
Mobile & Cookie Reach,Consumer > Financial,Investments - Personal,,
Mobile & Cookie Reach,Consumer > Financial,Investments - Real Estate,,
Mobile & Cookie Reach,Consumer > Financial,Investments - Stocks & Bonds,,
Mobile & Cookie Reach,Consumer > Demographics,Marital Status - Married,,
Mobile & Cookie Reach,Consumer > Demographics,Marital Status - Single,,
Mobile & Cookie Reach,Consumer > Purchase History,Antiques,,
Mobile & Cookie Reach,Consumer > Purchase History,"Apparel, Children's",,
Mobile & Cookie Reach,Consumer > Purchase History,"Apparel, Men's",,
Mobile & Cookie Reach,Consumer > Purchase History,"Apparel, Women's",,
Mobile & Cookie Reach,Consumer > Purchase History,Art,,
Mobile & Cookie Reach,Consumer > Purchase History,Baby Care,,
Mobile & Cookie Reach,Consumer > Purchase History,Books,,
Mobile & Cookie Reach,Consumer > Purchase History,"Books, Audio",,
Mobile & Cookie Reach,Consumer > Purchase History,"Children's, Back to School",,
Mobile & Cookie Reach,Consumer > Purchase History,"Children's, General",,
Mobile & Cookie Reach,Consumer > Purchase History,"Children's, Learning & Activity Toys",,
Mobile & Cookie Reach,Consumer > Purchase History,Club Membership,,
Mobile & Cookie Reach,Consumer > Purchase History,Collectibles,,
Mobile & Cookie Reach,Consumer > Purchase History,Computing/Home Office,,
Mobile & Cookie Reach,Consumer > Purchase History,Crafts,,
Mobile & Cookie Reach,Consumer > Purchase History,DVDs/Videos,,
Mobile & Cookie Reach,Consumer > Purchase History,Female-Oriented Products/Services,,
Mobile & Cookie Reach,Consumer > Purchase History,Food Products/Services,,
Mobile & Cookie Reach,Consumer > Purchase History,Garden Products/Services,,
Mobile & Cookie Reach,Consumer > Purchase History,Gifts,,
Mobile & Cookie Reach,Consumer > Purchase History,Health & Beauty,,
Mobile & Cookie Reach,Consumer > Purchase History,High End Appliances,,
Mobile & Cookie Reach,Consumer > Purchase History,Home/Garden,,
Mobile & Cookie Reach,Consumer > Purchase History,Hunting,,
Mobile & Cookie Reach,Consumer > Purchase History,Jewelry,,
Mobile & Cookie Reach,Consumer > Purchase History,Luggage,,
Mobile & Cookie Reach,Consumer > Purchase History,"Magazines, Cooking",,
Mobile & Cookie Reach,Consumer > Purchase History,"Magazines, Do It Yourself",,
Mobile & Cookie Reach,Consumer > Purchase History,"Magazines, Family",,
Mobile & Cookie Reach,Consumer > Purchase History,"Magazines, Female-Oriented",,
Mobile & Cookie Reach,Consumer > Purchase History,"Magazines, Financial",,
Mobile & Cookie Reach,Consumer > Purchase History,"Magazines, Gardening",,
Mobile & Cookie Reach,Consumer > Purchase History,"Magazines, Health",,
Mobile & Cookie Reach,Consumer > Purchase History,"Magazines, Male-Oriented",,
Mobile & Cookie Reach,Consumer > Purchase History,"Magazines, Money",,
Mobile & Cookie Reach,Consumer > Purchase History,"Magazines, Photography",,
Mobile & Cookie Reach,Consumer > Purchase History,Magazines,,
Mobile & Cookie Reach,Consumer > Purchase History,Male-Oriented Products/Services,,
Mobile & Cookie Reach,Consumer > Purchase History,Military Memorabilia/Weaponry,,
Mobile & Cookie Reach,Consumer > Purchase History,Musical Instruments,,
Mobile & Cookie Reach,Consumer > Purchase History,Pets,,
Mobile & Cookie Reach,Consumer > Purchase History,Photography/Video Equipment,,
Mobile & Cookie Reach,Consumer > Purchase History,Travel,,
Mobile & Cookie Reach,Consumer > Purchase History,Upscale Products/Services,,
Mobile & Cookie Reach,Consumer > Financial,Renters,,
Mobile & Cookie Reach,Consumer > Family,Families with Children - Single Dads,,
Mobile & Cookie Reach,Consumer > Family,Families with Children - Single Moms,,
Mobile & Cookie Reach,Consumer > Demographics,Likely Amazon Prime Subscribers,,
Mobile & Cookie Reach,Consumer > Demographics,Watch Conservative News,,
Mobile & Cookie Reach,Consumer > Demographics,Interest in Gambling,,
Mobile & Cookie Reach,Consumer > Demographics,Home Improvement Enthusiasts,,
Mobile & Cookie Reach,Consumer > Demographics,Hunting and Fishing Enthusiasts,,
Mobile & Cookie Reach,Consumer > Demographics,Watch Liberal News,,
Mobile & Cookie Reach,Consumer > Demographics,Supports Marijuana Legalization,,
Mobile & Cookie Reach,Consumer > Lifestyle & Interests,Sports,,
Mobile & Cookie Reach,Consumer > Demographics,Domestic Traveler(s),,
Mobile & Cookie Reach,Consumer > Demographics,Veterans,,
Mobile & Cookie Reach,Holiday > Holiday,Affluent Valentine's Day Shoppers,,
Mobile & Cookie Reach,Holiday > Seasonal,Seasonal - Affluent Back to School Shoppers,,
Mobile & Cookie Reach,Holiday > Seasonal,Seasonal - Back to School Shoppers with Elementary School Aged Kids,,
Mobile & Cookie Reach,Holiday > Seasonal,Seasonal - Back to School Shoppers with High School Aged Kids,,
Mobile & Cookie Reach,Holiday > Seasonal,Seasonal - Back to School Shoppers with Middle School Aged Kids,,
Mobile & Cookie Reach,Holiday > Seasonal,Seasonal - Back to School Shoppers with Pre-School Aged Kids,,
Mobile & Cookie Reach,Holiday > Seasonal,Seasonal - Back to School Shoppers,,
Mobile & Cookie Reach,Holiday > Holiday,Christmas,,
Mobile & Cookie Reach,Holiday > Holiday,Likely Easter Shoppers,,
Mobile & Cookie Reach,Holiday > Holiday,Likely Father's Day Shoppers,,
Mobile & Cookie Reach,Holiday > Seasonal,Graduation - High School,,
Mobile & Cookie Reach,Holiday > Seasonal,Graduation - Middle School,,
Mobile & Cookie Reach,Holiday > Seasonal,Graduation - Post Graduate,,
Mobile & Cookie Reach,Holiday > Seasonal,Graduation - Undergraduate,,
Mobile & Cookie Reach,Holiday > Holiday,Hanukah,,
Mobile & Cookie Reach,Holiday > Seasonal,Likely Independence Day Shoppers,,
Mobile & Cookie Reach,Holiday > Holiday,Likely Mother's Day Shoppers,,
Mobile & Cookie Reach,Holiday > Holiday,Likely President's Day Shoppers,,
Mobile & Cookie Reach,Holiday > Seasonal,"Baptism, Christening, Bat / Bar Mitzvah",,
Mobile & Cookie Reach,Holiday > Holiday,Thanksgiving,,
Mobile & Cookie Reach,Holiday > Holiday,Likely Valentine's Day Shoppers,,
Mobile & Cookie Reach,Political > Influencers,Influencers,,
Mobile & Cookie Reach,Political > Voters by Demographics,Affluent Voters,,
Mobile & Cookie Reach,Political > Voters by Demographics,African American Voters,,
Mobile & Cookie Reach,Political > Voters by Demographics,Asian Voters,,
Mobile & Cookie Reach,Political > Voters by Demographics,Boomer Voters,,
Mobile & Cookie Reach,Political > Voters by Demographics,Buddhist Voters,,
Mobile & Cookie Reach,Political > Voters by Demographics,Catholic Voters,,
Mobile & Cookie Reach,Political > Voters by Demographics,Caucasian Voters,,
Mobile & Cookie Reach,Political > Voters by Voting History,Cord Cutters -,,
Mobile & Cookie Reach,Political > Voters by Demographics,Eastern Orthodox Voters,,
Mobile & Cookie Reach,Political > Voters by Demographics,Female Voters,,
Mobile & Cookie Reach,Political > Voters by Demographics,Gen X Voters,,
Mobile & Cookie Reach,Political > Voters by Demographics,Greek Orthodox Voters,,
Mobile & Cookie Reach,Political > Voters by Demographics,Voters with Children,,
Mobile & Cookie Reach,Political > Voters by Demographics,Voters with Grandchildren,,
Mobile & Cookie Reach,Political > Voters by Demographics,Hindu Voters,,
Mobile & Cookie Reach,Political > Voters by Demographics,Hispanic/Latin American Voters,,
Mobile & Cookie Reach,Political > Voters by Demographics,Likely to Have Insurance at Work,,
Mobile & Cookie Reach,Political > Voters by Demographics,Islamic Voters,,
Mobile & Cookie Reach,Political > Voters by Demographics,Jewish Voters,,
Mobile & Cookie Reach,Political > Voters by Demographics,Lutheran Voters,,
Mobile & Cookie Reach,Political > Voters by Demographics,Male Voters,,
Mobile & Cookie Reach,Political > Voters by Demographics,Married Voters,,
Mobile & Cookie Reach,Political > Voters by Demographics,Likely to Have Medicare,,
Mobile & Cookie Reach,Political > Voters by Demographics,Middle Class Voters,,
Mobile & Cookie Reach,Political > Voters by Demographics,Millennial Voters,,
Mobile & Cookie Reach,Political > Voters by Demographics,Mormon Voters,,
Mobile & Cookie Reach,Political > Voters by Demographics,Armed Services,,
Mobile & Cookie Reach,Political > Voters by Demographics,Blue Collar,,
Mobile & Cookie Reach,Political > Voters by Demographics,Voters by Occupation: Civil Service,,
Mobile & Cookie Reach,Political > Voters by Demographics,Education,,
Mobile & Cookie Reach,Political > Voters by Demographics,Healthcare Employeees,,
Mobile & Cookie Reach,Political > Voters by Demographics,Homemaker/Retired,,
Mobile & Cookie Reach,Political > Voters by Demographics,Middle Management,,
Mobile & Cookie Reach,Political > Voters by Demographics,Science and Technology,,
Mobile & Cookie Reach,Political > Voters by Demographics,White Collar Workers,,
Mobile & Cookie Reach,Political > Voters by Demographics,White Collar Executives,,
Mobile & Cookie Reach,Political > Voters by Demographics,Protestant Voters,,
Mobile & Cookie Reach,Political > Voters by Demographics,Senior Voters,,
Mobile & Cookie Reach,Political > Voters by Demographics,Shinto Voters,,
Mobile & Cookie Reach,Political > Voters by Demographics,Sikh Voters,,
Mobile & Cookie Reach,Political > Voters by Demographics,Single Voters,,
Mobile & Cookie Reach,Political > Voters by Demographics,Single Parent Voters,,
Mobile & Cookie Reach,Political > Voters by Demographics,Teacher Union,,
Mobile & Cookie Reach,Political > Voters by Demographics,Working Class Voters,,
Mobile & Cookie Reach,Political > Voters by Demographics,High Dollar Donors,,
Mobile & Cookie Reach,Political > Voters by Demographics,High Dollar Democrat Donors,,
Mobile & Cookie Reach,Political > Voters by Demographics,High Dollar Republican Donors,,
Mobile & Cookie Reach,Political > Voters by Demographics,2nd Amendment Supporters,,
Mobile & Cookie Reach,Political > Voters by Demographics,Active Investors,,
Mobile & Cookie Reach,Political > Voters by Demographics,Likely Amazon Prime Subscribers,,
Mobile & Cookie Reach,Political > Voters by Social Profile,Animal Rights Supporters,,
Mobile & Cookie Reach,Political > Voters by Demographics,Biden Supporters,,
Mobile & Cookie Reach,Political > Voters by Demographics,Black Lives Matter Supporters,,
Mobile & Cookie Reach,Political > Voters by Demographics,Supports Border Security,,
Mobile & Cookie Reach,Political > Voters by Demographics,Donors - Political Causes,,
Mobile & Cookie Reach,Political > Voters by Social Profile,Socially Conservative,,
Mobile & Cookie Reach,Political > Voters by Demographics,Watch Conservative News,,
Mobile & Cookie Reach,Political > Voters by Demographics,Current Affairs,,
Mobile & Cookie Reach,Political > Voters by Demographics,Democratic Donors,,
Mobile & Cookie Reach,Political > Voters by Demographics,Education Reform,,
Mobile & Cookie Reach,Political > Voters by Demographics,Environmentalists,,
Mobile & Cookie Reach,Political > Voters by Demographics,Evangelical,,
Mobile & Cookie Reach,Political > Voters by Demographics,Legalized Gambling Supporters,,
Mobile & Cookie Reach,Political > Voters by Demographics,Gun Control Advocates,,
Mobile & Cookie Reach,Political > Voters by Demographics,Home Improvement Enthusiasts,,
Mobile & Cookie Reach,Political > Voters by Demographics,Hunting and Fishing Enthusiasts,,
Mobile & Cookie Reach,Political > Voters by Demographics,Interested in Immigration Reform,,
Mobile & Cookie Reach,Political > Voters by Demographics,Influential Voters,,
Mobile & Cookie Reach,Political > Voters by Demographics,Active Investors Likely,,
Mobile & Cookie Reach,Political > Voters by Social Profile,Socially Liberal,,
Mobile & Cookie Reach,Political > Voters by Demographics,Watch Liberal News,,
Mobile & Cookie Reach,Political > Voters by Social Profile,Libertarian Donors,,
Mobile & Cookie Reach,Political > Voters by Demographics,Supports Marijuana Legalization,,
Mobile & Cookie Reach,Political > Voters by Social Profile,Marriage Equality Opposition,,
Mobile & Cookie Reach,Political > Voters by Social Profile,Marriage Equality Supporters,,
Mobile & Cookie Reach,Political > Voters by Demographics,Me Too Supporters,,
Mobile & Cookie Reach,Political > Voters by Social Profile,Active Military,,
Mobile & Cookie Reach,Political > Voters by Demographics,Minimum Wage- Opposition,,
